Area Name,Labor Force,Employment,Unemployment Number,Unemployment Rate,Census Ratios Emp,Census Ratios Unemp
Santa Clara County                                          ,"1,042,500","1,015,000","27,600",2.6%,1.000000,1.000000
,,,,,,
Campbell city,"26,500","25,900",600,2.4%,N/A,N/A
Cupertino city,"29,500","28,700",800,2.6%,N/A,N/A
East Foothills CDP,"3,600","3,600",100,1.6%,0.003534,0.002137
Gilroy city,"30,200","29,200","1,000",3.2%,N/A,N/A
Los Altos city,"14,700","14,300",400,2.5%,N/A,N/A
Los Gatos town,"16,000","15,600",400,2.7%,N/A,N/A
Milpitas city,"42,700","41,500","1,200",2.8%,N/A,N/A
Morgan Hill city,"24,100","23,400",700,2.9%,N/A,N/A
Mountain View city,"52,400","51,400","1,000",1.9%,N/A,N/A
Palo Alto city,"35,500","34,700",800,2.2%,N/A,N/A
San Jose city,"549,500","534,300","15,200",2.8%,N/A,N/A
San Martin CDP,"3,800","3,800",100,2.3%,0.003705,0.003165
Santa Clara city,"71,100","69,400","1,700",2.5%,N/A,N/A
Saratoga city,"14,700","14,300",400,2.8%,N/A,N/A
Sunnyvale city,"87,100","85,200","1,900",2.2%,N/A,N/A
,,,,,,
,,,,,,
Santa Cruz County                                           ,"141,300","134,200","7,100",5.0%,1.000000,1.000000
,,,,,,
Aptos CDP,"3,300","3,300",100,1.7%,0.024291,0.007976
Aptos Hills Larkin Valley CDP,"1,000",900,100,8.0%,0.007057,0.011632
Ben Lomond CDP,"3,800","3,700",100,2.3%,0.027457,0.012296
Boulder Creek CDP,"2,600","2,500",200,6.2%,0.018376,0.023042
Capitola city,"5,600","5,500",100,1.4%,0.041333,0.011521
Corralitos CDP,"1,200","1,200",100,4.5%,0.008628,0.007644
Day Valley CDP,"1,600","1,500",100,4.8%,0.011349,0.010746
Felton CDP,"2,300","2,100",200,6.9%,0.015982,0.022488
Freedom CDP,"1,900","1,800",100,7.5%,0.013224,0.020383
Interlaken CDP,"3,500","3,300",200,5.3%,0.024543,0.026144
Live Oak CDP,"8,900","8,600",300,3.3%,0.064416,0.042428
Rio del Mar CDP,"4,800","4,600",200,3.6%,0.034521,0.024371
Santa Cruz city,"33,000","31,900","1,100",3.4%,N/A,N/A
Scotts Valley city,"6,000","5,800",200,2.9%,0.043527,0.024482
Soquel CDP,"5,800","5,500",200,3.9%,0.041244,0.032126
Twin Lakes CDP,"2,700","2,600",100,4.0%,0.019458,0.015398
Watsonville city,"26,100","23,300","2,800",10.6%,N/A,N/A
,,,,,,
,,,,,,
Santa Barbara County                                        ,"215,200","206,700","8,500",4.0%,1.000000,1.000000
,,,,,,
Buellton city,"2,700","2,700",0,1.7%,0.012940,0.005267
Carpinteria city,"7,200","6,900",200,3.3%,0.033473,0.027848
Goleta city,"16,900","16,500",400,2.5%,N/A,N/A
Guadalupe city,"3,300","3,200",100,3.3%,0.015244,0.012553
Isla Vista CDP,"12,400","11,300","1,100",9.1%,0.054710,0.132242
Lompoc city,"17,100","16,200",900,5.2%,N/A,N/A
Los Alamos CDP,900,800,0,4.1%,0.004061,0.004184
Mission Canyon CDP,"1,500","1,500",0,1.1%,0.007164,0.001876
Mission Hills CDP,"1,900","1,800",100,7.5%,0.008543,0.016738
Montecito CDP,"3,100","3,000",200,6.0%,0.014309,0.022004
Orcutt CDP,"15,000","14,300",600,4.3%,0.069261,0.075391
Santa Barbara city,"49,900","48,600","1,300",2.6%,N/A,N/A
Santa Maria city,"49,100","46,000","3,100",6.4%,N/A,N/A
Santa Ynez CDP,"2,200","2,100",100,4.3%,0.009974,0.010750
Solvang city,"3,000","2,900",100,2.3%,0.014078,0.008008
Summerland CDP,400,400,0,4.0%,0.001752,0.001804
Toro Canyon CDP,800,800,0,1.3%,0.003693,0.001226
Vandenberg AFB CDP,800,800,0,4.8%,0.003849,0.004689
Vandenberg Village CDP,"3,700","3,600",100,3.0%,0.017398,0.012914
,,,,,,
,,,,,,
Sonoma County                                               ,"260,600","253,400","7,200",2.8%,1.000000,1.000000
,,,,,,
Bodega Bay CDP,500,500,0,2.0%,0.001910,0.001329
Boyes Hot Springs CDP,"4,100","4,100",100,1.8%,0.016044,0.010337
Cloverdale city,"4,400","4,400",100,1.6%,0.017256,0.009525
Cotati city,"4,300","4,200",100,2.9%,0.016632,0.017721
El Verano CDP,"1,900","1,900",0,1.2%,0.007379,0.003175
Fetters Hot Springs Agua Caliente CDP,"2,500","2,500",0,1.2%,0.009786,0.004209
Forestville CDP,"2,100","2,000",100,3.2%,0.007959,0.009304
Glen Ellen CDP,500,500,0,0.0%,0.002131,0.000000
Graton CDP,800,700,0,5.4%,0.002944,0.005907
Guerneville CDP,"2,500","2,500",100,3.0%,0.009695,0.010411
Healdsburg city,"6,100","5,900",200,2.5%,0.023404,0.021118
Monte Rio CDP,600,500,100,11.7%,0.002139,0.009968
Occidental CDP,400,400,0,0.0%,0.001586,0.000000
Petaluma city,"34,200","33,400",800,2.4%,N/A,N/A
Rohnert Park city,"24,000","23,400",600,2.7%,N/A,N/A
Santa Rosa city,"90,900","88,200","2,600",2.9%,N/A,N/A
Sebastopol city,"4,100","3,900",200,4.9%,0.015243,0.027320
Sonoma city,"5,600","5,500",100,2.2%,0.021565,0.017204
Windsor town,"14,400","14,000",400,2.7%,N/A,N/A
,,,,,,
,,,,,,
Sierra County                                               ,"1,280","1,200",80,6.0%,1.000000,1.000000
,,,,,,
Loyalton city,450,420,30,6.2%,0.350919,0.366667
,,,,,,
,,,,,,
Siskiyou County                                             ,"17,360","16,190","1,170",6.8%,1.000000,1.000000
,,,,,,
Dunsmuir city,650,620,30,4.2%,0.038326,0.022917
McCloud CDP,380,340,40,11.3%,0.020927,0.036806
Mount Shasta city,"1,530","1,500",30,1.7%,0.092616,0.022222
Weed city,"1,100","1,000",90,8.6%,0.061824,0.079861
Yreka city,"3,090","2,870",220,7.1%,0.177399,0.187500
,,,,,,
,,,,,,
San Joaquin County                                          ,"324,100","304,300","19,800",6.1%,1.000000,1.000000
,,,,,,
August CDP,"3,300","2,900",400,12.0%,0.009623,0.020180
Country Club CDP,"4,600","4,100",500,10.3%,0.013492,0.023768
Escalon city,"3,800","3,600",100,3.2%,0.011987,0.006175
Farmington CDP,0,0,0,0.0%,0.000065,0.000000
French Camp CDP,"1,100","1,100",100,6.5%,0.003483,0.003760
Garden Acres CDP,"4,500","4,100",400,8.4%,0.013482,0.018904
Kennedy CDP,"1,400","1,300",100,9.9%,0.004160,0.007003
Lathrop city,"9,600","9,200",400,4.5%,0.030271,0.021939
Lincoln Village CDP,"2,100","2,000",100,5.4%,0.006569,0.005830
Linden CDP,"1,000","1,000",0,2.3%,0.003152,0.001138
Lockeford CDP,"1,500","1,400",100,6.7%,0.004664,0.005140
Lodi city,"29,700","27,900","1,800",5.9%,N/A,N/A
Manteca city,"37,300","35,600","1,700",4.5%,N/A,N/A
Morada CDP,"1,500","1,500",0,0.0%,0.005067,0.000000
Ripon city,"7,300","7,000",300,3.5%,0.023014,0.012832
Stockton city,"129,500","120,300","9,100",7.1%,N/A,N/A
Taft Mosswood CDP,400,300,0,6.4%,0.001100,0.001173
Tracy city,"43,300","41,600","1,700",3.9%,N/A,N/A
,,,,,,
,,,,,,
Sutter County                                               ,"44,800","41,400","3,400",7.6%,1.000000,1.000000
,,,,,,
Live Oak city,"4,000","3,700",300,6.7%,0.089075,0.076979
Sutter CDP,"1,500","1,400",100,5.7%,0.033287,0.024373
Yuba City city,"31,100","28,700","2,400",7.7%,N/A,N/A
,,,,,,
,,,,,,
Tehama County                                               ,"25,490","24,020","1,460",5.7%,1.000000,1.000000
,,,,,,
Corning city,"2,970","2,770",200,6.7%,0.115228,0.135668
Los Molinos CDP,650,610,40,5.6%,0.025469,0.024960
Manton CDP,110,110,10,5.4%,0.004368,0.004026
Mineral CDP,110,100,10,10.3%,0.003998,0.007246
Rancho Tehama Reserve CDP,770,700,70,9.3%,0.029178,0.049114
Red Bluff city,"5,370","5,020",340,6.4%,0.209067,0.234300
Tehama city,180,170,10,6.1%,0.007088,0.007246
,,,,,,
,,,,,,
Trinity County                                              ,"4,670","4,410",270,5.7%,1.000000,1.000000
,,,,,,
Hayfork CDP,950,940,10,1.5%,0.212694,0.053812
Lewiston CDP,460,440,30,5.6%,0.098781,0.096413
Weaverville CDP,"1,230","1,130",90,7.5%,0.257461,0.343049
,,,,,,
,,,,,,
Tuolumne County                                             ,"21,190","20,200",990,4.7%,1.000000,1.000000
,,,,,,
Chinese Camp CDP,30,30,0,0.0%,0.001577,0.000000
Columbia CDP,780,690,80,10.8%,0.034353,0.085092
East Sonora CDP,930,930,0,0.0%,0.045819,0.000000
Jamestown CDP,"1,210","1,120",90,7.7%,0.055280,0.093668
Mi Wuk Village CDP,400,360,40,10.1%,0.017630,0.040237
Mono Vista CDP,"1,640","1,630",10,0.6%,0.080602,0.010554
Sonora city,"1,940","1,860",90,4.5%,0.091830,0.088391
Soulsbyville CDP,"1,120","1,070",50,4.3%,0.052843,0.048813
Tuolumne City CDP,570,570,0,0.0%,0.028189,0.000000
Twain Harte CDP,"1,110","1,070",40,3.2%,0.053034,0.035620
,,,,,,
,,,,,,
Solano County                                               ,"209,100","200,800","8,300",3.9%,1.000000,1.000000
,,,,,,
Benicia city,"14,900","14,400",400,3.0%,N/A,N/A
Dixon city,"9,700","9,300",400,4.0%,0.046435,0.046657
Elmira CDP,100,100,0,3.5%,0.000686,0.000586
Fairfield city,"53,500","51,500","2,000",3.7%,N/A,N/A
Green Valley CDP,800,800,0,0.0%,0.003902,0.000000
Rio Vista city,"3,000","2,800",100,5.0%,0.014015,0.017790
Suisun City city,"14,400","13,800",500,3.6%,N/A,N/A
Vacaville city,"46,000","44,400","1,600",3.4%,N/A,N/A
Vallejo city,"56,700","54,200","2,500",4.5%,N/A,N/A
,,,,,,
,,,,,,
Tulare County                                               ,"203,000","183,100","19,900",9.8%,1.000000,1.000000
,,,,,,
Alpaugh CDP,400,300,100,21.6%,0.001743,0.004421
Cutler CDP,"2,500","2,200",300,10.4%,0.012057,0.012936
Dinuba city,"10,600","9,200","1,400",13.3%,0.050289,0.070957
Ducor CDP,200,200,0,9.2%,0.001185,0.001092
Earlimart CDP,"3,900","3,300",600,14.9%,0.018202,0.029365
East Orosi CDP,400,300,100,29.7%,0.001439,0.005567
East Porterville CDP,"2,600","2,000",600,22.6%,0.011002,0.029693
Exeter city,"4,600","4,200",400,9.7%,0.022919,0.022597
Farmersville city,"5,000","4,400",600,11.8%,0.023940,0.029584
Goshen CDP,"1,500","1,400",200,10.0%,0.007414,0.007587
Ivanhoe CDP,"1,800","1,600",200,10.9%,0.008666,0.009825
Lemon Cove CDP,100,100,0,3.2%,0.000502,0.000164
Lindsay city,"5,400","4,700",700,13.7%,0.025644,0.037443
London CDP,700,600,100,14.5%,0.003289,0.005131
Pixley CDP,"1,200","1,000",200,18.4%,0.005552,0.011571
Poplar Cotton Center CDP,"1,300",900,400,31.0%,0.004835,0.020032
Porterville city,"25,600","22,500","3,100",12.0%,N/A,N/A
Richgrove CDP,"1,200",800,400,35.4%,0.004390,0.022215
Springville CDP,300,300,0,4.8%,0.001411,0.000655
Strathmore CDP,"1,300","1,000",200,19.5%,0.005512,0.012281
Terra Bella CDP,"1,600","1,200",400,24.3%,0.006810,0.020195
Three Rivers CDP,"1,200","1,100",100,6.0%,0.006268,0.003657
Tipton CDP,"1,300","1,100",200,17.7%,0.005958,0.011790
Traver CDP,300,300,0,5.1%,0.001439,0.000710
Tulare city,"27,800","26,100","1,700",6.1%,N/A,N/A
Visalia city,"61,200","58,100","3,100",5.0%,N/A,N/A
Woodlake city,"3,300","3,000",300,8.7%,0.016396,0.014464
Woodville CDP,900,700,100,14.2%,0.004085,0.006222
,,,,,,
,,,,,,
Yolo County                                                 ,"107,500","102,900","4,600",4.3%,1.000000,1.000000
,,,,,,
Davis city,"35,300","34,400","1,000",2.7%,N/A,N/A
Esparto CDP,"1,800","1,800",100,4.1%,0.017150,0.016513
West Sacramento city,"25,400","24,400","1,000",4.1%,N/A,N/A
Winters city,"3,800","3,700",200,4.6%,0.035656,0.037935
Woodland city,"30,300","28,700","1,600",5.4%,N/A,N/A
,,,,,,
,,,,,,
Yuba County                                                 ,"29,200","27,400","1,900",6.4%,1.000000,1.000000
,,,,,,
Beale AFB CDP,200,200,0,9.4%,0.006320,0.009441
Challenge Brownsville CDP,300,300,0,0.0%,0.009325,0.000000
Linda CDP,"7,000","6,400",600,8.9%,0.234614,0.334592
Loma Rica CDP,"1,200","1,100",0,2.2%,0.041169,0.013218
Marysville city,"5,000","4,700",300,5.8%,0.171203,0.154079
Olivehurst CDP,"5,200","4,800",500,8.6%,0.174518,0.239048
Wheatland city,"1,600","1,500",100,7.2%,0.055364,0.061934
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
