Area Name,Labor Force,Employment,Unemployment Number,Unemployment Rate,Census Ratios Emp,Census Ratios Unemp
Santa Clara County                                          ,"1,050,600","1,024,200","26,400",2.5%,1.000000,1.000000
,,,,,,
Campbell city,"26,400","25,800",600,2.3%,N/A,N/A
Cupertino city,"29,400","28,700",700,2.4%,N/A,N/A
East Foothills CDP,"3,600","3,500",0,1.2%,0.003442,0.001680
Gilroy city,"30,700","29,800",900,3.0%,N/A,N/A
Los Altos city,"14,700","14,300",400,2.4%,N/A,N/A
Los Gatos town,"16,000","15,600",400,2.5%,N/A,N/A
Milpitas city,"45,300","44,100","1,200",2.7%,N/A,N/A
Morgan Hill city,"24,900","24,200",700,2.6%,N/A,N/A
Mountain View city,"52,600","51,700","1,000",1.8%,N/A,N/A
Palo Alto city,"35,200","34,500",700,2.0%,N/A,N/A
San Jose city,"552,300","537,600","14,700",2.7%,N/A,N/A
San Martin CDP,"3,700","3,600",100,2.5%,0.003541,0.003495
Santa Clara city,"72,500","70,800","1,700",2.3%,N/A,N/A
Saratoga city,"14,700","14,300",400,2.5%,N/A,N/A
Sunnyvale city,"87,900","86,100","1,800",2.0%,N/A,N/A
,,,,,,
,,,,,,
Santa Cruz County                                           ,"141,400","134,400","7,000",4.9%,1.000000,1.000000
,,,,,,
Aptos CDP,"3,600","3,600",100,1.9%,0.026597,0.009923
Aptos Hills Larkin Valley CDP,"1,100","1,000",0,3.3%,0.007727,0.005082
Ben Lomond CDP,"3,800","3,700",100,1.6%,0.027609,0.008955
Boulder Creek CDP,"2,800","2,600",200,5.4%,0.019508,0.021781
Capitola city,"5,200","5,100",100,1.1%,0.037909,0.007865
Corralitos CDP,"1,100","1,000",100,11.1%,0.007199,0.017425
Day Valley CDP,"1,500","1,400",100,5.0%,0.010777,0.010891
Felton CDP,"2,300","2,200",100,5.6%,0.016070,0.018272
Freedom CDP,"1,900","1,700",200,10.2%,0.012404,0.027348
Interlaken CDP,"3,700","3,600",100,3.7%,0.026744,0.020208
Live Oak CDP,"8,600","8,400",300,3.0%,0.062285,0.037028
Rio del Mar CDP,"4,600","4,500",200,3.8%,0.033122,0.025653
Santa Cruz city,"33,100","32,000","1,100",3.2%,N/A,N/A
Scotts Valley city,"6,100","5,900",200,3.1%,0.043964,0.027469
Soquel CDP,"5,700","5,500",200,3.5%,0.040607,0.028316
Twin Lakes CDP,"2,300","2,200",100,5.5%,0.016480,0.018514
Watsonville city,"26,200","23,400","2,800",10.7%,N/A,N/A
,,,,,,
,,,,,,
Santa Barbara County                                        ,"222,800","214,700","8,100",3.6%,1.000000,1.000000
,,,,,,
Buellton city,"2,700","2,700",0,1.2%,0.012580,0.004183
Carpinteria city,"7,300","7,000",200,3.3%,0.032679,0.029208
Goleta city,"17,600","17,200",400,2.2%,N/A,N/A
Guadalupe city,"3,400","3,300",100,2.6%,0.015522,0.010953
Isla Vista CDP,"12,800","11,600","1,200",9.3%,0.054025,0.147638
Lompoc city,"17,700","16,900",900,4.9%,N/A,N/A
Los Alamos CDP,800,800,0,4.7%,0.003556,0.004716
Mission Canyon CDP,"1,400","1,400",0,1.3%,0.006423,0.002206
Mission Hills CDP,"2,000","1,900",100,5.6%,0.008902,0.013996
Montecito CDP,"3,100","2,900",200,5.6%,0.013465,0.021222
Orcutt CDP,"15,600","14,900",600,4.2%,0.069514,0.079942
Santa Barbara city,"51,700","50,500","1,200",2.3%,N/A,N/A
Santa Maria city,"50,700","47,700","3,000",5.9%,N/A,N/A
Santa Ynez CDP,"2,100","2,100",0,1.3%,0.009801,0.003347
Solvang city,"3,200","3,100",100,3.0%,0.014384,0.011714
Summerland CDP,400,400,0,0.0%,0.001776,0.000000
Toro Canyon CDP,700,700,0,3.7%,0.003059,0.003119
Vandenberg AFB CDP,900,900,0,4.4%,0.004109,0.005020
Vandenberg Village CDP,"4,000","3,800",100,3.2%,0.017846,0.015821
,,,,,,
,,,,,,
Sonoma County                                               ,"257,700","250,700","7,000",2.7%,1.000000,1.000000
,,,,,,
Bodega Bay CDP,400,400,0,2.8%,0.001500,0.001630
Boyes Hot Springs CDP,"4,000","3,900",100,2.0%,0.015640,0.011323
Cloverdale city,"4,200","4,100",100,1.4%,0.016546,0.008235
Cotati city,"4,100","4,000",100,2.8%,0.015855,0.016126
El Verano CDP,"1,700","1,600",100,3.5%,0.006549,0.008406
Fetters Hot Springs Agua Caliente CDP,"2,300","2,300",0,2.0%,0.008990,0.006605
Forestville CDP,"1,900","1,900",100,3.8%,0.007412,0.010379
Glen Ellen CDP,500,500,0,0.0%,0.002097,0.000000
Graton CDP,"1,000",900,100,6.4%,0.003706,0.009178
Guerneville CDP,"2,500","2,400",100,4.0%,0.009528,0.014325
Healdsburg city,"6,500","6,400",100,1.8%,0.025477,0.016727
Monte Rio CDP,500,500,100,10.6%,0.001956,0.008235
Occidental CDP,400,400,0,0.0%,0.001683,0.000000
Petaluma city,"33,500","32,700",800,2.4%,N/A,N/A
Rohnert Park city,"23,800","23,200",600,2.7%,N/A,N/A
Santa Rosa city,"90,400","87,900","2,500",2.8%,N/A,N/A
Sebastopol city,"4,200","4,000",200,4.6%,0.016062,0.027449
Sonoma city,"5,400","5,200",200,4.3%,0.020596,0.033110
Windsor town,"14,000","13,700",400,2.7%,N/A,N/A
,,,,,,
,,,,,,
Sierra County                                               ,"1,330","1,260",70,5.3%,1.000000,1.000000
,,,,,,
Loyalton city,450,430,10,2.7%,0.344637,0.169014
,,,,,,
,,,,,,
Siskiyou County                                             ,"17,190","16,070","1,120",6.5%,1.000000,1.000000
,,,,,,
Dunsmuir city,720,680,40,5.8%,0.042145,0.037037
McCloud CDP,350,300,50,14.2%,0.018745,0.044917
Mount Shasta city,"1,460","1,420",40,2.7%,0.088100,0.035461
Weed city,"1,030",930,100,9.6%,0.057806,0.088258
Yreka city,"3,090","2,910",180,5.7%,0.181279,0.156816
,,,,,,
,,,,,,
San Joaquin County                                          ,"327,100","307,700","19,500",5.9%,1.000000,1.000000
,,,,,,
August CDP,"3,200","2,800",400,12.6%,0.009035,0.020582
Country Club CDP,"4,500","4,000",500,11.7%,0.013033,0.027303
Escalon city,"3,600","3,500",100,3.6%,0.011420,0.006721
Farmington CDP,100,100,0,0.0%,0.000287,0.000000
French Camp CDP,"1,100","1,100",100,5.9%,0.003491,0.003456
Garden Acres CDP,"4,300","3,900",400,9.2%,0.012666,0.020316
Kennedy CDP,"1,300","1,200",200,12.6%,0.003804,0.008658
Lathrop city,"10,200","9,700",500,5.0%,0.031469,0.026392
Lincoln Village CDP,"2,200","2,000",100,6.0%,0.006617,0.006607
Linden CDP,800,800,0,3.6%,0.002510,0.001481
Lockeford CDP,"1,500","1,400",100,5.9%,0.004602,0.004557
Lodi city,"29,900","28,100","1,700",5.7%,N/A,N/A
Manteca city,"37,900","36,200","1,700",4.4%,N/A,N/A
Morada CDP,"1,400","1,400",0,0.0%,0.004583,0.000000
Ripon city,"7,600","7,300",300,3.7%,0.023642,0.014468
Stockton city,"129,700","120,700","9,000",6.9%,N/A,N/A
Taft Mosswood CDP,400,400,0,7.7%,0.001284,0.001671
Tracy city,"44,500","42,900","1,700",3.8%,N/A,N/A
,,,,,,
,,,,,,
Sutter County                                               ,"45,500","42,200","3,400",7.4%,1.000000,1.000000
,,,,,,
Live Oak city,"4,000","3,700",200,6.2%,0.088462,0.073067
Sutter CDP,"1,400","1,300",100,7.8%,0.031502,0.033418
Yuba City city,"31,600","29,200","2,400",7.6%,N/A,N/A
,,,,,,
,,,,,,
Tehama County                                               ,"25,600","24,160","1,450",5.6%,1.000000,1.000000
,,,,,,
Corning city,"3,340","3,120",220,6.7%,0.129055,0.154443
Los Molinos CDP,540,520,20,3.6%,0.021353,0.012942
Manton CDP,120,110,10,5.9%,0.004587,0.004745
Mineral CDP,110,90,10,13.3%,0.003775,0.009922
Rancho Tehama Reserve CDP,650,620,30,4.9%,0.025657,0.022433
Red Bluff city,"5,390","5,000",390,7.3%,0.206958,0.270492
Tehama city,180,170,10,5.0%,0.007064,0.006040
,,,,,,
,,,,,,
Trinity County                                              ,"4,650","4,400",260,5.5%,1.000000,1.000000
,,,,,,
Hayfork CDP,920,900,20,1.6%,0.205151,0.060185
Lewiston CDP,500,480,10,2.6%,0.110190,0.050926
Weaverville CDP,"1,320","1,210",110,8.5%,0.274580,0.435185
,,,,,,
,,,,,,
Tuolumne County                                             ,"20,970","20,020",960,4.6%,1.000000,1.000000
,,,,,,
Chinese Camp CDP,30,30,0,0.0%,0.001524,0.000000
Columbia CDP,780,730,50,6.7%,0.036250,0.054498
East Sonora CDP,910,910,0,0.0%,0.045587,0.000000
Jamestown CDP,"1,280","1,210",60,4.9%,0.060592,0.065744
Mi Wuk Village CDP,380,370,20,4.2%,0.018292,0.016436
Mono Vista CDP,"1,630","1,620",10,0.9%,0.080884,0.014706
Sonora city,"1,790","1,700",90,4.9%,0.084933,0.091696
Soulsbyville CDP,"1,030","1,020",10,1.3%,0.050922,0.013841
Tuolumne City CDP,450,450,0,0.0%,0.022246,0.000000
Twain Harte CDP,"1,190","1,140",50,4.4%,0.056971,0.055363
,,,,,,
,,,,,,
Solano County                                               ,"208,500","200,600","7,900",3.8%,1.000000,1.000000
,,,,,,
Benicia city,"14,800","14,300",400,2.8%,N/A,N/A
Dixon city,"10,000","9,700",400,3.6%,0.048121,0.045940
Elmira CDP,100,100,0,4.7%,0.000507,0.000606
Fairfield city,"53,400","51,500","2,000",3.7%,N/A,N/A
Green Valley CDP,700,700,0,0.0%,0.003532,0.000000
Rio Vista city,"2,600","2,500",100,4.8%,0.012460,0.015768
Suisun City city,"14,300","13,800",500,3.8%,N/A,N/A
Vacaville city,"46,000","44,500","1,500",3.2%,N/A,N/A
Vallejo city,"56,300","53,900","2,400",4.2%,N/A,N/A
,,,,,,
,,,,,,
Tulare County                                               ,"202,500","182,700","19,800",9.8%,1.000000,1.000000
,,,,,,
Alpaugh CDP,400,300,100,24.0%,0.001824,0.005308
Cutler CDP,"2,300","2,000",400,15.8%,0.010706,0.018523
Dinuba city,"10,700","9,400","1,300",11.8%,0.051582,0.064009
Ducor CDP,200,200,0,8.3%,0.001214,0.001008
Earlimart CDP,"3,900","3,300",500,14.1%,0.018306,0.027759
East Orosi CDP,300,200,100,20.9%,0.001220,0.002972
East Porterville CDP,"2,400","1,800",500,22.8%,0.010045,0.027493
Exeter city,"4,600","4,000",600,13.4%,0.021742,0.031209
Farmersville city,"5,200","4,600",700,12.8%,0.025049,0.033862
Goshen CDP,"1,500","1,400",100,4.7%,0.007706,0.003503
Ivanhoe CDP,"1,800","1,600",200,11.6%,0.008518,0.010350
Lemon Cove CDP,100,100,0,4.8%,0.000437,0.000212
Lindsay city,"5,500","4,600",900,16.3%,0.025167,0.045433
London CDP,600,500,100,15.0%,0.002916,0.004777
Pixley CDP,"1,100",900,200,18.7%,0.004824,0.010244
Poplar Cotton Center CDP,"1,200",700,400,36.4%,0.004052,0.021443
Porterville city,"25,400","22,300","3,100",12.3%,N/A,N/A
Richgrove CDP,"1,100",600,400,40.5%,0.003543,0.022239
Springville CDP,300,300,0,4.8%,0.001746,0.000796
Strathmore CDP,"1,200","1,000",200,18.0%,0.005322,0.010827
Terra Bella CDP,"1,600","1,100",500,29.0%,0.006190,0.023353
Three Rivers CDP,"1,300","1,200",100,5.0%,0.006688,0.003238
Tipton CDP,"1,200","1,100",100,12.0%,0.005994,0.007537
Traver CDP,300,300,0,4.4%,0.001550,0.000637
Tulare city,"28,100","26,400","1,700",6.0%,N/A,N/A
Visalia city,"61,400","58,300","3,100",5.1%,N/A,N/A
Woodlake city,"3,200","2,900",200,7.2%,0.016011,0.011517
Woodville CDP,800,700,100,16.3%,0.003862,0.006953
,,,,,,
,,,,,,
Yolo County                                                 ,"108,200","103,700","4,500",4.2%,1.000000,1.000000
,,,,,,
Davis city,"35,600","34,700",900,2.6%,N/A,N/A
Esparto CDP,"1,700","1,600",100,3.2%,0.015679,0.011887
West Sacramento city,"25,400","24,400","1,000",3.8%,N/A,N/A
Winters city,"4,000","3,800",200,4.3%,0.036471,0.037489
Woodland city,"30,500","28,900","1,600",5.3%,N/A,N/A
,,,,,,
,,,,,,
Yuba County                                                 ,"29,800","28,000","1,800",6.1%,1.000000,1.000000
,,,,,,
Beale AFB CDP,200,200,0,3.1%,0.006640,0.003047
Challenge Brownsville CDP,200,200,0,3.2%,0.006539,0.003483
Linda CDP,"7,400","6,800",600,7.9%,0.243956,0.319547
Loma Rica CDP,"1,200","1,100",100,4.3%,0.041045,0.027862
Marysville city,"5,200","4,900",300,6.1%,0.175749,0.174576
Olivehurst CDP,"5,500","5,100",400,6.7%,0.182925,0.200697
Wheatland city,"1,800","1,700",100,6.8%,0.060327,0.067479
